"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2002",0.915117258297137,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2003",0.934630583930241,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2004",0.946949416708297,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2005",0.962102108229683,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2006",0.975324092298558,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2007",0.992695722649251,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2008",0.982080943912289,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2009",0.951939363252829,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2010",0.970836217102541,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2011",0.976964586300353,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2012",0.981083937023243,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2013",0.987158420975661,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2014",0.995178914038723,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2015",1,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2016",1.0044812285765,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2017",1.02106681110203,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2018",1.02319975773133,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2019",1.02859753875148,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2020",0.930253882403492,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2021",1.0141422787313,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2022",1.04732332961589,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2023",1.04692439920665,
"GBR","GDPHRWKDFORECAST","TOT","IDX2015","A","2024",1.05115806147214,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2000",0.910510078599187,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2001",0.919871180090677,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2002",0.923172513388074,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2003",0.928466964511508,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2004",0.941763301208836,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2005",0.950743931834978,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2006",0.967568016966409,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2007",0.979950056021955,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2008",0.975726972392606,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2009",0.949303193447998,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2010",0.97356533634431,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2011",0.98706076059055,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2012",0.98175618206679,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2013",0.984364648816882,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2014",0.991158469413359,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2015",1,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2016",1.00461705954181,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2017",1.0163286228304,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2018",1.01766596653731,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2019",1.02042719086894,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2020",0.967095778772946,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2021",1.00828735747167,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2022",1.01984070901855,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2023",1.01284325788334,
"EA17","GDPHRWKDFORECAST","TOT","IDX2015","A","2024",1.01608578201294,
