"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","HRWKD","TOT","HR_WKD","A","2021",1426.23639717184,
"NLD","HRWKD","TOT","HR_WKD","A","2022",1427.01567120047,
"POL","HRWKD","TOT","HR_WKD","A","2019",1782.62521918646,
"POL","HRWKD","TOT","HR_WKD","A","2020",1768.75639746518,
"POL","HRWKD","TOT","HR_WKD","A","2021",1827.91714921993,
"POL","HRWKD","TOT","HR_WKD","A","2022",1814.7948568832,
"PRT","HRWKD","TOT","HR_WKD","A","2019",1743.93031905266,
"PRT","HRWKD","TOT","HR_WKD","A","2020",1611.19346205528,
"PRT","HRWKD","TOT","HR_WKD","A","2021",1648.9427488591,
"PRT","HRWKD","TOT","HR_WKD","A","2022",1635.09530354741,
"SVK","HRWKD","TOT","HR_WKD","A","2019",1691.98630781248,
"SVK","HRWKD","TOT","HR_WKD","A","2020",1571.98039240206,
"SVK","HRWKD","TOT","HR_WKD","A","2021",1583.15940762679,
"SVK","HRWKD","TOT","HR_WKD","A","2022",1622.06685049254,
"ESP","HRWKD","TOT","HR_WKD","A","2019",1677.46307562918,
"ESP","HRWKD","TOT","HR_WKD","A","2020",1551.92079665324,
"ESP","HRWKD","TOT","HR_WKD","A","2021",1623.47783177196,
"ESP","HRWKD","TOT","HR_WKD","A","2022",1643.54747514135,
"SWE","HRWKD","TOT","HR_WKD","A","2019",1453.42360181864,
"SWE","HRWKD","TOT","HR_WKD","A","2020",1426.15544289783,
"SWE","HRWKD","TOT","HR_WKD","A","2021",1445.62664114609,
"SWE","HRWKD","TOT","HR_WKD","A","2022",1440.45912357918,
"GBR","HRWKD","TOT","HR_WKD","A","2019",1537.04327841863,
"GBR","HRWKD","TOT","HR_WKD","A","2020",1364.3828915919,
"GBR","HRWKD","TOT","HR_WKD","A","2021",1498.0869226178,
"GBR","HRWKD","TOT","HR_WKD","A","2022",1531.7147764136,
"EST","HRWKD","TOT","HR_WKD","A","2019",1694.39617724409,
"EST","HRWKD","TOT","HR_WKD","A","2020",1637.15602832168,
"EST","HRWKD","TOT","HR_WKD","A","2021",1767.05573109025,
"EST","HRWKD","TOT","HR_WKD","A","2022",1770.41148507915,
"SVN","HRWKD","TOT","HR_WKD","A","2019",1601.43410982413,
"SVN","HRWKD","TOT","HR_WKD","A","2020",1531.75357092329,
"SVN","HRWKD","TOT","HR_WKD","A","2021",1593.33470725497,
"SVN","HRWKD","TOT","HR_WKD","A","2022",1619.01287334795,
"OECD","HRWKD","TOT","HR_WKD","A","2019",1766.69464655691,
"OECD","HRWKD","TOT","HR_WKD","A","2020",1687.25709643772,
"OECD","HRWKD","TOT","HR_WKD","A","2021",1744.09940305806,
"OECD","HRWKD","TOT","HR_WKD","A","2022",1751.58246665657,
"LVA","HRWKD","TOT","HR_WKD","A","2019",1631.07548369358,
"LVA","HRWKD","TOT","HR_WKD","A","2020",1576.93028785356,
"LVA","HRWKD","TOT","HR_WKD","A","2021",1601.20285053268,
"LVA","HRWKD","TOT","HR_WKD","A","2022",1553.23563717634,
"LTU","HRWKD","TOT","HR_WKD","A","2019",1665.38172630321,
"LTU","HRWKD","TOT","HR_WKD","A","2020",1594.92569904759,
"LTU","HRWKD","TOT","HR_WKD","A","2021",1619.97722460251,
"LTU","HRWKD","TOT","HR_WKD","A","2022",1624.15513965808,
"BGR","HRWKD","TOT","HR_WKD","A","2019",1645.2473951332,
"BGR","HRWKD","TOT","HR_WKD","A","2020",1604.8252709355,
"BGR","HRWKD","TOT","HR_WKD","A","2021",1619.42210999335,
"BGR","HRWKD","TOT","HR_WKD","A","2022",1618.73383282682,
"HRV","HRWKD","TOT","HR_WKD","A","2019",1822.50118501778,
"HRV","HRWKD","TOT","HR_WKD","A","2020",1727.81504982278,
"HRV","HRWKD","TOT","HR_WKD","A","2021",1788.79912340185,
"HRV","HRWKD","TOT","HR_WKD","A","2022",1810.49586867066,
"CYP","HRWKD","TOT","HR_WKD","A","2019",1837.76552771773,
"CYP","HRWKD","TOT","HR_WKD","A","2020",1833.62169962836,
"CYP","HRWKD","TOT","HR_WKD","A","2021",1835.01598209133,
"CYP","HRWKD","TOT","HR_WKD","A","2022",1837.09700357354,
"MLT","HRWKD","TOT","HR_WKD","A","2019",2075.94369547978,
"MLT","HRWKD","TOT","HR_WKD","A","2020",1918.62635455632,
"MLT","HRWKD","TOT","HR_WKD","A","2021",1918.48840259302,
"MLT","HRWKD","TOT","HR_WKD","A","2022",1881.92974583129,
"ROU","HRWKD","TOT","HR_WKD","A","2019",1803.11220301752,
"ROU","HRWKD","TOT","HR_WKD","A","2020",1756.28262178208,
"ROU","HRWKD","TOT","HR_WKD","A","2021",1804.85210736854,
"ROU","HRWKD","TOT","HR_WKD","A","2022",1808.23284197362,
"EU27","HRWKD","TOT","HR_WKD","A","2019",1592.98747658965,
"EU27","HRWKD","TOT","HR_WKD","A","2020",1505.61123484599,
"EU27","HRWKD","TOT","HR_WKD","A","2021",1560.28678270872,
"EU27","HRWKD","TOT","HR_WKD","A","2022",1570.79636121656,
